#: table_doi: 10.17182/hepdata.71527.v2/t392
#: name: Table 388
#: description: No description provided.
#: data_file: Table388.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.008156,0.001178,-0.001178,0.000225,-0.000164
0.495,0.011468,0.000459,-0.000459,0.000523,-0.001322
0.705,0.02579,0.000367,-0.000367,0.00062,-0.001441
0.885,0.046205,0.000362,-0.000362,0.000537,-0.001204
1.095,0.066772,0.000399,-0.000399,0.000563,-0.001227
1.275,0.086609,0.000473,-0.000473,0.000527,-0.001146
1.485,0.105835,0.000583,-0.000583,0.000507,-0.001094
1.695,0.123169,0.000757,-0.000757,0.000291,-0.000567
1.875,0.137455,0.000891,-0.000891,0.000117,-0.000147
2.085,0.147478,0.001197,-0.001197,0.000202,-0.0004
2.295,0.156547,0.00162,-0.00162,0.00033,-0.000157
2.475,0.167162,0.002335,-0.002335,0.00132,-0.000663
2.685,0.167992,0.003447,-0.003447,0.00074,-0.000386
2.955,0.179566,0.004321,-0.004321,0.001389,-0.001295
3.345,0.182948,0.008568,-0.008568,0.00166,-0.002695

